edad,ingresos_anuales,antiguedad_laboral,loan_grade,monto_solicitado,tasa_interes,porcentaje_ingreso_credito,anios_historial_crediticio,tipo_vivienda_HIPOTECA,tipo_vivienda_OTRO,tipo_vivienda_PROPIO,motivo_credito_EDUCACION,motivo_credito_EMPRENDIMIENTO,motivo_credito_MEDICO,motivo_credito_MEJORA_HOGAR,motivo_credito_PERSONAL,historial_morosidad_SI
31,62000,9.0,C,2500,14.65,0.04,6,1,0,0,0,0,1,0,0,1
42,69228,3.0,A,10000,7.49,0.14,13,0,0,0,0,0,0,1,0,0
29,53590,2.0,B,11225,11.14,0.21,7,1,0,0,0,0,0,1,0,0
25,45600,5.0,C,12000,13.23,0.26,4,0,0,0,0,0,1,0,0,0
30,300000,14.0,B,35000,10.59,0.12,5,0,0,1,0,1,0,0,0,0
22,50000,2.0,B,22000,9.91,0.44,4,1,0,0,0,0,1,0,0,0
28,56800,2.0,A,4000,7.88,0.07,9,0,0,0,0,1,0,0,0,0
25,45000,0.0,B,5000,10.74,0.11,4,0,0,0,1,0,0,0,0,0
23,80000,5.0,B,5000,12.42,0.06,4,0,0,0,0,1,0,0,0,0
28,44447,8.0,C,6000,12.72,0.13,7,1,0,0,1,0,0,0,0,1
25,62000,9.0,A,5000,10.99,0.08,2,0,0,0,0,0,0,0,0,0
37,110000,11.0,A,12000,7.88,0.11,16,1,0,0,0,0,0,1,0,0
25,44400,6.0,C,2350,13.98,0.05,3,0,0,0,1,0,0,0,0,1
30,60400,2.0,B,5000,12.69,0.08,8,0,0,0,0,1,0,0,0,0
25,35004,0.0,B,7200,9.99,0.21,4,0,0,0,0,0,0,0,1,0
25,45000,0.0,C,4000,13.8,0.09,4,0,0,0,0,0,1,0,0,1
21,20000,5.0,C,4500,13.49,0.23,2,0,0,0,0,0,0,0,1,0
25,19200,1.0,E,7000,16.82,0.36,3,0,0,0,0,1,0,0,0,1
27,60000,11.0,B,25000,10.99,0.42,9,0,0,0,0,0,0,0,1,0
21,19800,4.0,D,6800,14.59,0.34,2,0,0,1,0,0,0,1,0,0
32,95000,16.0,A,9000,7.88,0.09,9,1,0,0,0,0,0,1,0,0
27,39000,0.0,C,8000,11.03,0.21,9,0,0,0,1,0,0,0,0,0
25,60000,9.0,C,1400,14.22,0.02,3,0,0,1,0,0,0,1,0,1
25,39000,9.0,D,7500,15.62,0.19,2,0,0,0,0,0,1,0,0,1
26,30000,0.0,C,15000,13.22,0.5,2,0,0,1,0,0,0,0,1,0
24,120000,8.0,C,21000,14.26,0.17,2,0,0,1,0,0,0,1,0,1
36,45000,4.0,D,8000,14.74,0.18,13,0,0,1,0,0,0,0,0,1
27,24000,2.0,C,6000,12.53,0.25,9,0,0,1,0,1,0,0,0,0
21,34368,0.0,C,2500,12.87,0.07,2,0,0,0,0,0,0,0,0,1
27,70000,11.0,A,5600,5.42,0.08,7,1,0,0,0,0,0,0,1,0
22,64000,7.0,C,12000,12.87,0.19,2,0,0,0,1,0,0,0,0,1
27,49500,7.0,C,4750,15.27,0.1,7,1,0,0,0,1,0,0,0,0
28,80000,0.0,B,6500,11.11,0.08,7,1,0,0,0,0,0,1,0,0
24,83004,0.0,D,28000,15.99,0.34,4,0,0,0,0,1,0,0,0,1
28,39000,2.0,B,10400,10.37,0.27,10,0,0,0,1,0,0,0,0,0
21,60000,3.0,B,5600,9.25,0.09,3,0,0,0,0,0,0,0,0,0
24,25000,0.0,C,5625,12.68,0.23,4,0,0,0,0,0,0,0,0,0
36,19200,0.0,C,4500,13.49,0.23,14,0,0,1,0,0,0,1,0,1
43,91800,0.0,D,8400,14.84,0.08,14,1,0,0,0,0,1,0,0,0
30,80000,7.0,A,12000,8.9,0.15,10,0,0,0,0,1,0,0,0,0
39,48279,7.0,C,4800,13.98,0.1,13,0,0,1,0,1,0,0,0,0
22,62000,0.0,C,8400,13.47,0.14,3,0,0,0,0,0,1,0,0,0
73,75000,0.0,A,7800,10.99,0.1,24,0,0,0,0,0,1,0,0,0
24,25000,3.0,A,7000,9.32,0.28,2,1,0,0,0,0,0,0,0,0
35,78252,19.0,D,30000,17.58,0.38,8,1,0,0,0,1,0,0,0,0
22,38790,0.0,C,4800,13.8,0.12,3,0,0,0,1,0,0,0,0,1
34,30412,4.0,B,12000,10.38,0.39,5,0,0,0,0,0,1,0,0,0
25,70000,6.0,B,15000,11.89,0.21,2,0,0,0,0,0,0,0,1,0
24,37200,8.0,A,7200,7.9,0.19,2,0,0,0,1,0,0,0,0,0
27,97000,0.0,A,12000,6.91,0.12,7,1,0,0,0,1,0,0,0,0
24,176004,2.0,B,3200,10.0,0.02,4,1,0,0,0,0,0,0,0,0
38,50000,8.0,C,20000,13.85,0.4,14,0,0,0,0,0,1,0,0,0
23,24996,1.0,B,8000,11.26,0.32,2,0,0,1,1,0,0,0,0,0
32,30000,3.0,D,3600,14.11,0.12,9,0,0,0,0,0,1,0,0,1
27,49600,2.0,D,8400,10.99,0.17,5,0,0,0,1,0,0,0,0,0
25,26004,3.0,B,10000,9.91,0.38,2,1,0,0,1,0,0,0,0,0
37,46680,6.0,D,8000,15.21,0.17,15,1,0,0,0,1,0,0,0,0
22,48000,5.0,B,7200,12.42,0.15,4,0,0,0,1,0,0,0,0,0
32,50000,0.0,B,4675,10.0,0.09,7,0,0,0,0,1,0,0,0,0
23,60000,4.0,A,7000,6.03,0.12,3,0,0,0,0,0,0,0,0,0
33,92500,4.0,D,17500,15.28,0.19,6,0,0,0,0,1,0,0,0,0
25,25200,0.0,B,6000,9.76,0.24,3,0,0,0,0,0,0,0,0,0
25,30000,3.0,D,10500,16.29,0.35,2,0,0,0,0,1,0,0,0,0
24,55000,8.0,A,10000,5.79,0.18,2,1,0,0,0,0,0,1,0,0
58,45600,20.0,C,6000,12.99,0.13,25,1,0,0,0,0,0,0,1,0
34,90636,4.0,C,17000,13.85,0.19,5,1,0,0,1,0,0,0,0,1
29,33600,7.0,B,2000,11.71,0.06,9,0,0,0,0,1,0,0,0,0
23,36000,5.0,B,10000,9.99,0.28,2,0,0,0,1,0,0,0,0,0
22,43000,2.0,A,14400,7.88,0.33,2,0,0,0,0,0,0,0,0,0
31,30000,6.0,B,2500,11.36,0.08,9,0,0,1,0,1,0,0,0,0
30,64800,7.0,B,5600,10.99,0.09,8,1,0,0,1,0,0,0,0,0
31,54200,4.0,C,7500,12.61,0.14,10,0,0,0,0,1,0,0,0,0
21,100000,3.0,A,6200,8.49,0.06,4,1,0,0,0,1,0,0,0,0
28,70000,0.0,B,16100,11.83,0.23,9,0,0,0,0,0,0,1,0,0
21,12720,1.0,A,7500,7.05,0.59,4,0,0,0,1,0,0,0,0,0
25,25000,5.0,C,2000,14.17,0.08,3,0,0,1,0,0,0,1,0,0
32,45000,1.0,B,5000,10.36,0.11,5,0,0,0,0,0,0,0,0,0
23,39996,6.0,B,12000,9.63,0.3,3,0,0,0,0,0,1,0,0,0
24,82800,0.0,B,12500,10.99,0.15,3,1,0,0,0,1,0,0,0,0
24,55152,8.0,B,16000,11.49,0.29,2,1,0,0,0,0,0,0,1,0
24,47000,8.0,A,7000,6.62,0.15,4,0,0,0,0,1,0,0,0,0
23,14400,1.0,B,4750,11.11,0.33,2,0,0,0,1,0,0,0,0,0
23,120000,4.0,B,2400,12.42,0.02,3,1,0,0,1,0,0,0,0,0
24,50000,0.0,B,7200,11.71,0.14,2,0,0,0,0,1,0,0,0,0
26,33000,4.0,D,8975,16.02,0.27,3,0,0,0,0,0,1,0,0,1
36,64583,2.0,A,10000,10.99,0.15,14,0,0,0,0,0,0,1,0,0
23,41004,1.0,A,4000,7.68,0.1,4,0,0,0,0,0,1,0,0,0
24,75600,5.0,A,7200,5.99,0.1,2,1,0,0,0,1,0,0,0,0
32,48000,2.0,B,10650,10.59,0.22,9,1,0,0,0,0,0,0,0,0
27,84000,3.0,A,7000,7.29,0.08,5,1,0,0,0,0,0,0,0,0
22,50000,7.0,A,9000,8.49,0.18,2,1,0,0,0,0,0,0,0,0
22,55000,4.0,A,4500,6.76,0.08,4,0,0,0,0,0,0,0,0,0
22,79000,6.0,B,10000,10.99,0.13,2,1,0,0,1,0,0,0,0,0
23,60000,2.0,A,5000,6.91,0.08,3,0,0,0,0,0,0,0,0,0
23,42806,7.0,A,1000,7.51,0.02,2,1,0,0,1,0,0,0,0,0
36,140000,13.0,B,20800,11.48,0.15,11,0,0,1,0,1,0,0,0,0
41,125000,7.0,C,20000,13.11,0.16,13,1,0,0,0,0,0,0,0,1
29,128000,0.0,A,15000,9.63,0.12,9,0,0,0,1,0,0,0,0,0
23,48000,1.0,A,4325,5.42,0.09,4,0,0,0,0,1,0,0,0,0
29,103000,0.0,D,7500,16.77,0.07,7,0,0,0,0,0,0,0,1,1
22,50000,1.0,A,11000,10.99,0.22,3,0,0,0,1,0,0,0,0,0
23,73000,4.0,B,6000,12.53,0.08,4,0,0,0,0,0,1,0,0,0
28,107364,12.0,A,8000,6.76,0.07,9,1,0,0,0,0,0,0,0,0
26,59000,7.0,D,6000,16.49,0.1,2,0,0,0,0,0,1,0,0,0
24,40000,6.0,B,10000,9.91,0.25,3,1,0,0,0,1,0,0,0,0
25,67000,9.0,C,25000,10.91,0.37,3,1,0,0,0,0,0,0,1,0
28,42200,5.0,B,13200,11.48,0.31,8,1,0,0,0,1,0,0,0,0
23,43000,1.0,A,3000,8.49,0.07,4,0,0,0,1,0,0,0,0,0
27,84996,12.0,B,10000,10.51,0.12,7,0,0,0,0,0,0,0,1,0
42,55392,17.0,D,7000,15.95,0.13,15,0,0,0,0,0,0,0,0,1
41,31000,0.0,D,9250,16.49,0.3,13,0,0,0,0,0,0,1,0,0
27,63000,12.0,C,15500,14.65,0.25,5,1,0,0,0,0,0,0,0,0
29,65000,9.0,A,6000,6.99,0.09,10,1,0,0,0,0,0,0,1,0
43,86015,3.0,B,2200,10.99,0.03,16,1,0,0,0,1,0,0,0,0
24,46704,2.0,B,9000,11.49,0.19,3,0,0,0,0,0,0,0,1,0
27,38000,11.0,B,3200,12.42,0.08,5,0,0,0,1,0,0,0,0,0
35,25200,0.0,E,7000,15.68,0.28,7,0,0,0,0,0,0,0,1,1
24,83100,5.0,E,5000,16.35,0.06,3,0,0,0,0,0,0,1,0,0
26,36000,4.0,A,11200,10.99,0.31,3,0,0,0,0,0,1,0,0,0
34,150000,14.0,E,25000,16.7,0.17,6,1,0,0,0,1,0,0,0,1
27,48000,0.0,B,10000,10.62,0.21,6,0,0,0,0,0,1,0,0,0
41,42000,0.0,C,4000,13.43,0.1,14,0,0,0,0,1,0,0,0,0
25,99600,1.0,B,12800,12.42,0.13,4,1,0,0,0,0,0,1,0,0
23,59000,7.0,C,10000,10.99,0.17,3,0,0,0,1,0,0,0,0,1
25,105000,1.0,C,15000,12.53,0.14,3,1,0,0,0,0,0,0,1,1
25,57000,0.0,C,15000,13.85,0.26,2,0,0,0,0,0,0,0,1,1
24,69000,9.0,A,7200,7.88,0.1,2,1,0,0,0,0,1,0,0,0
22,56324,2.0,B,12400,10.74,0.22,4,0,0,0,1,0,0,0,0,0
25,35196,2.0,D,6000,14.54,0.17,3,0,0,0,0,0,1,0,0,0
30,165000,3.0,D,5000,15.62,0.03,10,1,0,0,1,0,0,0,0,1
48,228000,0.0,D,25000,15.31,0.11,13,1,0,0,0,0,0,1,0,0
24,60400,5.0,A,5500,8.0,0.09,2,0,0,1,0,1,0,0,0,0
35,20000,1.0,B,5500,12.69,0.28,9,0,0,0,0,0,1,0,0,0
27,120000,0.0,A,7200,7.29,0.06,10,0,0,0,0,0,0,0,0,0
37,90000,21.0,A,10000,8.94,0.11,12,0,0,0,0,1,0,0,0,0
31,76000,4.0,A,6000,7.49,0.08,5,0,0,0,0,0,0,1,0,0
25,17400,0.0,B,3000,11.83,0.17,4,0,0,0,1,0,0,0,0,0
24,35004,6.0,A,18225,9.63,0.52,3,0,1,0,0,0,1,0,0,0
23,55000,5.0,B,11000,10.38,0.2,3,0,0,1,1,0,0,0,0,0
31,42500,3.0,A,6500,7.29,0.15,10,0,0,0,0,0,1,0,0,0
22,59000,5.0,A,6000,10.99,0.1,2,1,0,0,0,0,1,0,0,0
27,86399,7.0,A,2250,10.99,0.03,6,1,0,0,0,0,0,0,1,0
26,48000,10.0,B,15000,11.12,0.31,3,0,0,1,0,1,0,0,0,0
30,98000,3.0,D,5200,16.49,0.05,6,1,0,0,0,0,0,0,0,0
31,31000,0.0,A,12500,8.94,0.4,8,0,0,1,0,0,0,0,1,0
23,124000,3.0,A,6800,6.03,0.05,2,0,0,0,0,0,0,0,0,0
24,113000,4.0,A,12000,7.49,0.11,2,0,0,0,0,0,0,0,0,0
43,62000,11.0,A,5000,7.88,0.08,14,1,0,0,0,0,0,1,0,0
23,49400,0.0,A,20000,6.54,0.4,4,0,0,0,1,0,0,0,0,0
24,50000,3.0,B,8000,12.42,0.16,2,0,0,0,0,0,1,0,0,0
24,120000,1.0,F,25000,18.53,0.21,2,1,0,0,1,0,0,0,0,0
28,31800,2.0,D,8500,16.07,0.27,10,0,0,0,0,0,1,0,0,0
22,100000,6.0,B,10000,10.74,0.1,3,1,0,0,1,0,0,0,0,0
22,42000,0.0,D,16000,16.0,0.38,3,0,0,0,0,1,0,0,0,0
27,49304,2.0,C,10000,11.78,0.2,9,1,0,0,0,0,1,0,0,0
25,41000,9.0,B,5000,11.71,0.12,2,0,0,0,0,0,1,0,0,0
24,49639,8.0,C,10000,10.99,0.2,3,0,0,0,0,0,1,0,0,0
28,77000,4.0,B,2600,11.71,0.03,5,1,0,0,0,0,0,0,0,0
28,50500,3.0,C,5200,12.53,0.1,8,0,0,0,0,0,0,1,0,0
31,39420,0.0,C,2500,15.27,0.06,8,0,0,0,0,0,1,0,0,1
27,71352,3.0,A,9000,6.54,0.13,6,1,0,0,0,1,0,0,0,0
30,132640,6.0,C,8000,13.57,0.06,5,0,0,0,0,1,0,0,0,0
22,70000,4.0,B,13750,10.75,0.2,3,1,0,0,0,1,0,0,0,0
27,75000,3.0,B,4000,11.49,0.05,7,1,0,0,0,1,0,0,0,0
30,115000,3.0,D,20000,14.59,0.17,7,1,0,0,0,0,0,0,0,0
28,11029,12.0,C,2150,10.78,0.19,6,1,0,0,0,0,0,0,0,1
25,70000,5.0,A,6800,5.42,0.1,2,0,0,0,0,0,0,1,0,0
25,123000,0.0,A,12000,9.63,0.1,2,0,0,0,1,0,0,0,0,0
29,68500,4.0,B,10000,12.53,0.15,7,0,0,0,0,1,0,0,0,0
30,74000,13.0,B,10500,10.74,0.14,8,0,0,1,0,0,1,0,0,0
24,42000,1.0,B,7500,10.51,0.18,3,0,0,1,0,1,0,0,0,0
28,66000,12.0,D,10000,15.7,0.15,5,0,0,0,0,0,0,0,0,0
25,138000,9.0,B,21600,10.99,0.16,4,0,0,1,0,0,1,0,0,0
30,28000,5.0,C,12000,14.22,0.43,8,0,0,0,0,0,0,0,1,0
30,55000,3.0,B,12000,10.38,0.22,10,1,0,0,0,0,0,0,0,0
23,57744,7.0,B,2500,10.37,0.04,4,1,0,0,0,1,0,0,0,0
24,50000,3.0,C,3000,10.99,0.06,2,0,0,0,0,0,1,0,0,0
22,50000,0.0,A,6250,7.88,0.13,2,1,0,0,0,0,0,0,1,0
24,20400,3.0,C,7550,14.79,0.37,4,0,0,0,0,1,0,0,0,0
34,140000,17.0,D,12000,15.21,0.09,10,1,0,0,0,1,0,0,0,1
25,150000,9.0,B,20000,8.88,0.13,4,1,0,0,0,0,0,1,0,0
30,182004,2.0,A,7200,6.62,0.04,5,1,0,0,0,0,0,0,1,0
29,20000,0.0,B,1000,10.65,0.05,10,0,0,0,0,0,0,0,1,0
42,65000,6.0,A,22750,8.9,0.35,17,0,0,1,0,1,0,0,0,0
36,25200,0.0,C,8700,12.23,0.35,14,1,0,0,1,0,0,0,0,1
23,48000,2.0,A,5000,6.17,0.1,4,0,0,0,0,0,0,0,0,0
46,54000,8.0,B,10000,11.71,0.19,15,0,0,0,0,0,0,0,1,0
40,52000,2.0,F,15000,18.62,0.29,17,0,0,0,1,0,0,0,0,1
32,12000,1.0,A,9325,8.38,0.78,6,0,0,0,0,0,1,0,0,0
29,34000,4.0,B,5500,10.99,0.16,5,0,0,0,0,0,1,0,0,0
22,33300,5.0,D,5325,14.59,0.16,4,1,0,0,0,0,0,0,0,0
24,50400,8.0,A,1500,10.99,0.03,4,0,0,0,0,0,0,0,0,0
25,128500,1.0,C,15000,12.53,0.12,3,1,0,0,0,0,0,1,0,1
26,64000,7.0,A,5000,6.62,0.08,2,1,0,0,0,0,0,1,0,0
33,100000,0.0,B,24000,10.25,0.24,6,1,0,0,0,0,0,0,0,0
23,43500,0.0,C,10450,13.57,0.24,3,0,0,0,0,0,0,0,1,0
40,60000,1.0,C,3500,12.99,0.06,14,1,0,0,0,0,0,1,0,1
23,45000,3.0,B,2000,10.99,0.04,3,0,0,0,1,0,0,0,0,0
24,48000,4.0,B,4200,11.99,0.09,4,1,0,0,0,0,1,0,0,0
29,52000,12.0,A,5000,5.42,0.1,7,1,0,0,0,0,1,0,0,0
24,35000,6.0,B,8575,10.65,0.24,3,1,0,0,0,1,0,0,0,0
25,185000,3.0,A,12000,5.79,0.06,3,1,0,0,1,0,0,0,0,0
22,32500,0.0,B,12000,11.49,0.37,2,0,0,0,0,0,1,0,0,0
31,34000,2.0,B,2400,12.21,0.07,5,0,0,0,0,0,1,0,0,0
29,48712,13.0,A,11050,5.42,0.23,6,1,0,0,0,1,0,0,0,0
25,40800,9.0,B,9700,9.63,0.24,4,1,0,0,0,0,1,0,0,0
33,44000,2.0,C,9600,13.16,0.22,5,0,0,0,0,0,1,0,0,1
26,300000,10.0,A,20000,7.88,0.07,4,1,0,0,0,1,0,0,0,0
35,28080,3.0,C,9600,13.57,0.34,6,0,0,0,0,0,0,0,0,0
31,123000,2.0,A,7000,8.49,0.06,10,0,0,0,0,1,0,0,0,0
39,50760,4.0,E,6725,16.45,0.13,11,0,0,0,1,0,0,0,0,0
32,12000,2.0,B,3200,10.99,0.27,7,0,0,0,0,0,1,0,0,0
29,72000,3.0,E,4000,18.79,0.06,6,0,0,0,0,0,0,1,0,0
27,34928,1.0,E,11500,16.0,0.33,5,0,0,0,0,0,0,1,0,0
22,43000,0.0,B,6650,10.37,0.15,3,1,0,0,0,0,0,0,1,0
28,14400,2.0,C,4000,13.11,0.28,8,0,0,0,0,0,1,0,0,1
33,70000,0.0,C,3000,13.57,0.04,9,1,0,0,0,0,0,0,0,1
31,42096,15.0,B,12500,11.11,0.3,5,0,0,0,0,0,0,0,1,0
23,85500,1.0,C,17000,13.11,0.2,2,0,0,0,1,0,0,0,0,1
29,82600,6.0,B,19450,9.91,0.24,10,1,0,0,0,1,0,0,0,0
37,101644,13.0,B,14000,10.99,0.14,13,0,0,0,0,1,0,0,0,0
36,9600,1.0,B,3250,11.49,0.34,15,1,0,0,0,1,0,0,0,0
29,121722,8.0,A,7200,10.99,0.06,7,1,0,0,0,0,0,0,0,0
27,24000,2.0,A,8000,7.29,0.33,7,0,0,0,0,0,0,0,0,0
24,62100,8.0,C,6000,12.53,0.1,2,1,0,0,1,0,0,0,0,0
36,82000,12.0,C,18000,13.22,0.22,17,0,0,0,0,0,0,1,0,0
25,113000,4.0,D,5000,14.54,0.04,2,1,0,0,0,0,0,0,0,1
28,30000,4.0,B,3900,11.99,0.13,8,0,0,0,0,1,0,0,0,0
24,36000,5.0,B,1200,11.49,0.03,2,0,0,0,1,0,0,0,0,0
30,66000,0.0,A,11200,9.32,0.17,9,1,0,0,0,0,0,0,0,0
34,42000,1.0,C,10000,14.65,0.24,6,1,0,0,0,0,0,0,0,0
24,44000,1.0,A,6000,8.0,0.14,2,0,0,0,0,0,1,0,0,0
23,21888,8.0,B,6600,11.11,0.3,2,0,0,0,1,0,0,0,0,0
27,60000,5.0,C,4500,14.22,0.07,8,0,0,0,0,1,0,0,0,0
26,31000,9.0,A,15000,7.9,0.48,4,1,0,0,0,0,0,1,0,0
40,36000,4.0,C,2000,13.57,0.06,12,0,0,1,1,0,0,0,0,1
40,52000,6.0,C,7000,14.65,0.13,14,1,0,0,0,0,0,1,0,0
22,46000,3.0,A,8000,6.17,0.17,2,0,0,0,0,0,0,0,0,0
25,75500,10.0,D,6000,14.74,0.07,4,1,0,0,0,0,1,0,0,1
31,47000,6.0,C,20000,13.49,0.43,5,1,0,0,0,0,1,0,0,0
33,44000,6.0,D,4500,14.74,0.1,10,1,0,0,0,0,0,0,0,0
21,50000,5.0,A,15000,6.54,0.3,4,1,0,0,0,0,1,0,0,0
34,65000,8.0,B,13750,10.99,0.21,5,1,0,0,0,1,0,0,0,0
25,60000,10.0,B,10000,11.49,0.17,2,1,0,0,0,0,0,0,0,0
26,40000,0.0,C,1800,13.23,0.04,2,0,0,0,0,0,1,0,0,1
49,76872,4.0,D,15000,14.84,0.2,11,1,0,0,0,0,0,0,1,1
37,63000,1.0,C,3200,10.99,0.05,11,0,0,0,0,0,0,0,0,0
22,75000,6.0,D,25000,14.96,0.33,3,1,0,0,0,1,0,0,0,1
38,85000,15.0,A,15000,6.03,0.18,15,1,0,0,0,1,0,0,0,0
43,45000,2.0,C,7000,12.99,0.16,14,0,0,0,1,0,0,0,0,0
41,45600,18.0,A,5000,6.17,0.11,14,0,0,0,0,0,1,0,0,0
23,96000,3.0,E,12000,10.99,0.13,2,0,1,0,1,0,0,0,0,1
30,68803,3.0,A,2000,6.17,0.03,10,0,0,0,0,0,1,0,0,0
24,51000,4.0,A,8500,8.94,0.17,3,1,0,0,0,0,0,1,0,0
31,72000,15.0,A,1900,7.51,0.03,6,1,0,0,0,0,1,0,0,0
27,120000,11.0,A,7000,6.76,0.06,5,1,0,0,0,0,0,0,1,0
25,185000,6.0,C,15000,15.27,0.08,2,0,0,0,0,1,0,0,0,0
33,35000,2.0,A,6000,5.42,0.17,10,1,0,0,1,0,0,0,0,0
25,31200,9.0,A,6000,5.79,0.19,4,1,0,0,0,0,0,0,0,0
26,24000,2.0,C,7000,12.99,0.29,3,0,0,0,0,0,0,0,1,0
27,75288,12.0,B,18050,10.0,0.24,7,1,0,0,0,0,1,0,0,0
32,22884,2.0,C,1200,13.22,0.05,7,0,0,0,0,0,1,0,0,0
34,50000,11.0,A,4000,8.9,0.08,8,1,0,0,0,1,0,0,0,0
24,50004,4.0,C,7200,12.84,0.14,3,0,0,0,0,0,0,0,0,1
29,30996,0.0,B,18000,10.75,0.58,7,0,0,0,0,0,0,0,0,0
21,40800,1.0,A,10400,9.32,0.25,3,0,0,0,0,0,0,0,1,0
24,55152,8.0,B,16000,11.49,0.29,4,1,0,0,1,0,0,0,0,0
26,108000,9.0,B,18300,10.99,0.17,3,1,0,0,0,0,0,1,0,0
40,14400,0.0,B,1000,9.25,0.07,11,0,0,0,0,0,1,0,0,0
21,38000,5.0,C,7000,13.49,0.18,3,1,0,0,1,0,0,0,0,1
28,83135,3.0,C,8000,13.99,0.1,10,1,0,0,1,0,0,0,0,1
23,23000,2.0,A,8875,8.9,0.39,2,0,0,0,1,0,0,0,0,0
26,99000,9.0,C,20000,14.22,0.2,4,1,0,0,0,0,1,0,0,0
31,30372,2.0,D,20200,14.74,0.67,8,0,0,0,0,0,0,0,1,0
24,125000,2.0,A,15000,7.66,0.12,3,1,0,0,0,0,0,0,1,0
21,25000,0.0,A,8125,7.9,0.33,3,0,0,0,1,0,0,0,0,0
33,120999,7.0,C,15200,13.61,0.13,5,1,0,0,0,0,0,1,0,1
27,100000,11.0,A,7600,6.03,0.08,9,1,0,0,0,0,0,0,0,0
22,64000,5.0,A,2000,9.32,0.03,4,1,0,0,0,0,1,0,0,0
25,55000,7.0,C,8500,14.22,0.15,3,0,0,0,0,0,0,1,0,1
30,125000,14.0,C,7000,10.99,0.06,7,1,0,0,0,1,0,0,0,0
29,40000,0.0,C,3600,12.23,0.09,7,0,0,0,0,0,0,0,0,1
24,98000,8.0,B,6500,11.11,0.07,3,1,0,0,0,0,0,0,1,0
25,35000,9.0,B,4800,11.14,0.14,2,0,0,0,0,1,0,0,0,0
42,150000,0.0,A,16000,8.49,0.11,12,1,0,0,0,0,0,1,0,0
31,90000,12.0,B,18000,12.42,0.2,8,0,0,0,1,0,0,0,0,0
23,60000,0.0,B,15000,11.11,0.25,2,0,0,0,0,0,0,0,0,0
25,13440,3.0,A,6000,7.49,0.45,3,0,0,0,0,0,1,0,0,0
24,85850,8.0,D,20000,10.99,0.2,4,1,0,0,0,0,1,0,0,1
37,186000,7.0,A,3000,6.39,0.02,13,0,0,1,0,1,0,0,0,0
21,45000,5.0,A,18000,7.88,0.4,4,1,0,0,1,0,0,0,0,0
23,14400,7.0,C,3000,14.72,0.21,2,0,0,1,0,0,0,0,0,1
27,108000,6.0,A,10000,6.54,0.09,8,1,0,0,0,0,1,0,0,0
31,12000,2.0,B,2400,11.71,0.2,10,0,0,0,1,0,0,0,0,0
29,38400,0.0,C,14000,14.27,0.36,8,1,0,0,0,0,1,0,0,1
29,30000,2.0,C,8000,12.84,0.27,8,1,0,0,0,0,0,1,0,0
34,30000,5.0,A,3600,6.92,0.12,6,0,0,0,0,0,0,1,0,0
21,68000,3.0,C,3000,11.78,0.04,2,0,0,0,0,0,0,0,1,0
24,53000,0.0,B,6000,11.49,0.11,2,0,0,0,1,0,0,0,0,0
26,43000,8.0,A,7000,7.29,0.16,4,0,0,0,0,0,1,0,0,0
31,53000,8.0,C,3000,15.23,0.06,5,1,0,0,1,0,0,0,0,0
25,47412,0.0,A,6500,8.59,0.14,3,1,0,0,1,0,0,0,0,0
33,90000,0.0,B,8000,12.53,0.09,7,1,0,0,0,0,0,1,0,0
25,146990,0.0,B,28000,10.99,0.19,3,1,0,0,0,1,0,0,0,0
35,273700,8.0,D,25000,14.59,0.08,6,1,0,0,0,0,1,0,0,0
25,44000,9.0,D,15000,10.99,0.34,2,1,0,0,0,0,0,0,0,1
22,54000,4.0,D,5000,15.62,0.09,2,1,0,0,1,0,0,0,0,0
26,44000,0.0,E,7500,16.4,0.17,3,0,0,0,0,0,0,1,0,0
24,40000,8.0,C,4500,12.84,0.11,3,0,0,0,0,0,1,0,0,0
22,50000,6.0,E,18250,16.7,0.36,3,0,0,0,0,0,0,0,0,1
22,38004,2.0,B,8000,11.36,0.21,3,0,0,0,0,0,0,0,0,0
28,112200,11.0,C,7000,11.66,0.06,7,0,0,0,0,0,0,0,0,1
26,36903,3.0,B,8000,12.21,0.22,2,0,0,0,0,0,0,0,0,0
28,68553,1.0,C,15000,13.85,0.22,10,1,0,0,0,0,0,1,0,1
23,25000,8.0,B,5000,10.62,0.2,3,0,0,0,1,0,0,0,0,0
29,105500,4.0,A,8000,7.49,0.08,7,0,0,0,0,0,0,0,1,0
21,30000,0.0,A,3500,10.99,0.12,4,0,0,0,0,1,0,0,0,0
33,101000,8.0,A,5000,7.49,0.05,7,1,0,0,0,0,0,1,0,0
25,38000,9.0,A,5400,8.9,0.14,2,1,0,0,0,0,0,1,0,0
22,55000,6.0,C,6000,14.27,0.11,3,0,0,0,0,1,0,0,0,0
23,96000,8.0,C,8000,13.49,0.08,3,0,0,1,0,0,1,0,0,0
28,285000,4.0,E,25000,16.32,0.09,6,1,0,0,0,0,0,0,1,0
24,65000,6.0,A,3500,6.76,0.05,4,0,0,1,1,0,0,0,0,0
23,150000,8.0,B,24000,9.76,0.16,4,1,0,0,0,0,0,0,0,0
33,62800,3.0,C,16000,13.11,0.25,5,0,0,0,0,0,0,0,1,1
23,82000,5.0,D,5000,16.77,0.06,3,1,0,0,0,0,0,0,1,1
23,60000,4.0,A,3600,7.9,0.06,2,0,0,0,0,1,0,0,0,0
22,24000,6.0,B,7125,9.67,0.3,3,0,0,0,0,0,0,0,0,0
